,Prix,Etage,Surface habitable,NB Salons,NB Chambres,NB Salles de Bain,Longitude,Latitude
8124,780000,3,84,1,2,2,-7.384854699999999,33.6835086
8125,300000,2,70,1,3,1,-6.375799,32.342443
8126,480000,1,70,1,2,2,-9.5040247,30.33792829999999
8127,900000,1,95,1,2,1,-7.989825799999999,31.6225224
8129,1150000,4,102,2,3,2,-7.589843399999999,33.5731104
8130,470000,2,56,1,2,1,-9.5925444,30.4280405
8131,860000,2,90,2,2,1,-7.589843399999999,33.5731104
8133,2600000,1,110,1,2,2,-6.8498129,33.9715904
8134,420000,3,57,1,2,2,-7.589843399999999,33.5731104
8135,270000,3,68,1,2,1,-7.5843171,33.268687
8136,390000,6,54,1,2,1,-5.833954299999999,35.7594651
8137,1300000,2,113,2,3,3,-5.0078451,34.0181246
8138,899000,4,56,1,2,1,-6.8498129,33.9715904
8139,2000000,5,172,2,4,2,-7.589843399999999,33.5731104
8140,770000,5,111,1,3,1,-6.5890166,34.2540503
8142,1780000,4,120,1,3,2,-7.589843399999999,33.5731104
8143,1500000,2,164,2,3,2,-6.5890166,34.2540503
8144,370000,1,51,1,1,1,-6.770813800000001,34.0336969
8146,560000,1,66,1,2,2,-7.589843399999999,33.5731104
8147,790000,1,89,2,2,2,-6.5890166,34.2540503
8149,2050000,3,125,1,3,2,-7.589843399999999,33.5731104
8150,850000,2,64,1,2,1,-7.825917399999999,33.524034
8151,540000,4,68,1,2,1,-7.589843399999999,33.5731104
8152,570000,2,60,1,3,1,-9.5925444,30.4280405
8153,600000,2,110,1,3,1,-7.5843171,33.268687
8154,720000,2,110,1,3,1,-9.2272033,32.3008151
8155,500000,2,120,1,1,1,-7.8469981,33.42125559999999
8156,1560000,2,95,1,3,2,-7.589843399999999,33.5731104
8157,1850000,4,114,1,2,1,-6.8498129,33.9715904
8159,800000,1,120,2,3,2,-6.5890166,34.2540503
8161,860000,4,81,1,2,1,-6.8498129,33.9715904
8162,590000,2,61,1,2,2,-6.9273969,33.9203274
8164,490000,2,80,1,3,1,-1.900155,34.681962
8165,450000,1,100,1,2,1,-1.900155,34.681962
8166,340000,1,75,1,2,1,-6.6758408,34.2562684
8167,720000,3,98,1,2,2,-6.5890166,34.2540503
8168,380000,2,66,1,2,2,-6.5890166,34.2540503
8171,1150000,4,148,1,3,2,-5.284117699999999,35.6196262
8173,550000,1,97,2,2,2,-6.5890166,34.2540503
8177,1300000,3,107,1,3,2,-7.384854699999999,33.6835086
8178,880000,3,122,2,2,2,-7.589843399999999,33.5731104
8179,360000,2,78,1,2,1,-8.347178099999999,33.286667
8180,1000000,2,90,1,3,1,-6.9273969,33.9203274
8182,400000,4,50,1,2,1,-7.589843399999999,33.5731104
8185,680000,1,68,1,2,1,-5.833954299999999,35.7594651
8186,760000,1,70,1,2,2,-9.5925444,30.4280405
8187,510000,2,72,1,2,1,-8.500711599999999,33.2316326
8188,1330000,3,95,1,2,2,-7.589843399999999,33.5731104
8189,900000,3,88,1,2,1,-7.384854699999999,33.6835086
8190,440000,3,58,1,2,1,-9.5925444,30.4280405
8191,620000,2,73,1,2,2,-6.770813800000001,34.0336969
8192,920000,3,110,2,2,1,-7.589843399999999,33.5731104
8194,550000,2,63,1,2,2,-7.633112999999999,33.4497542
8195,350000,4,55,1,2,1,-9.2404532,32.3162427
8196,380000,3,74,1,3,2,-5.5407299,33.8730164
8198,720000,1,150,2,4,1,-6.375799,32.342443
8199,450000,3,52,1,1,1,-9.5925444,30.4280405
8200,790000,2,79,1,2,2,-5.833954299999999,35.7594651
8201,450000,3,65,1,3,1,-9.2272033,32.3008151
8202,1680000,1,128,1,3,2,-6.9273969,33.9203274
8203,1190000,1,99,2,2,1,-5.833954299999999,35.7594651
8204,320000,1,52,1,2,1,-5.833954299999999,35.7594651
8205,1380000,3,160,2,3,3,-6.5890166,34.2540503
8206,610000,1,60,1,2,1,-9.5925444,30.4280405
8207,2440000,3,134,2,3,2,-7.589843399999999,33.5731104
8208,430000,4,69,1,2,1,-7.589843399999999,33.5731104
8209,820000,1,110,1,2,1,-5.833954299999999,35.7594651
8210,390000,4,62,1,2,1,-7.384854699999999,33.6835086
8212,360000,1,60,1,2,1,-7.989825799999999,31.6225224
8214,620000,2,67,1,2,2,-7.589843399999999,33.5731104
8215,2000000,5,129,2,3,3,-7.589843399999999,33.5731104
8217,310000,2,62,2,2,2,-5.0078451,34.0181246
8220,620000,4,70,1,2,1,-6.9273969,33.9203274
8222,950000,1,135,1,2,1,-7.589843399999999,33.5731104
8223,400000,2,56,1,2,1,-9.5925444,30.4280405
8225,629999,1,70,1,2,1,-6.770813800000001,34.0336969
8227,1000000,4,101,1,2,1,-6.770813800000001,34.0336969
8228,600000,2,69,2,2,2,-7.5370811,33.4160634
8229,1400000,2,98,2,3,2,-9.5925444,30.4280405
8230,1200000,4,85,1,2,2,-9.5925444,30.4280405
8231,1900000,1,123,2,3,3,-6.9273969,33.9203274
8232,2900000,5,172,2,3,3,-6.8498129,33.9715904
8233,750000,1,81,1,3,1,-7.989825799999999,31.6225224
8235,730000,1,120,1,2,1,-7.1599419,33.7734338
8239,480000,1,140,1,3,2,-7.589843399999999,33.5731104
8240,420000,3,74,1,2,1,-7.589843399999999,33.5731104
8243,430000,1,67,1,3,1,-7.589843399999999,33.5731104
8245,1050000,5,96,1,2,1,-5.833954299999999,35.7594651
8246,1050000,3,94,1,2,2,-7.633112999999999,33.4497542
8248,330000,4,53,1,2,1,-7.989825799999999,31.6225224
8250,1080000,1,89,1,2,1,-6.9273969,33.9203274
8251,420000,1,60,1,2,1,-8.500711599999999,33.2316326
8252,280000,3,51,1,2,1,-7.589843399999999,33.5731104
8253,690000,2,95,1,2,1,-5.284117699999999,35.6196262
8255,670000,2,131,1,3,2,-7.5370811,33.4160634
8257,1550000,3,130,1,4,1,-7.589843399999999,33.5731104
8259,520000,2,60,1,3,1,-7.989825799999999,31.6225224
8260,950000,4,86,1,3,2,-5.833954299999999,35.7594651
8261,380000,1,60,1,2,1,-6.770813800000001,34.0336969
8262,430000,2,80,1,2,1,-1.900155,34.681962
8264,400000,2,70,1,2,1,-6.770813800000001,34.0336969
8267,640000,1,71,1,2,2,-6.770813800000001,34.0336969
8268,330000,1,58,1,2,1,-7.989825799999999,31.6225224
8269,2300000,1,130,1,3,3,-6.9273969,33.9203274
8271,430000,2,62,1,2,1,-6.770813800000001,34.0336969
8272,390000,2,54,1,2,1,-7.589843399999999,33.5731104
8275,280000,2,51,1,2,1,-7.589843399999999,33.5731104
8276,580000,1,140,2,3,1,-5.5407299,33.8730164
8278,1100000,4,90,1,3,1,-7.589843399999999,33.5731104
8281,800000,1,88,1,2,2,-7.589843399999999,33.5731104
8283,1200000,8,105,1,2,2,-6.5890166,34.2540503
8285,820000,1,139,1,3,1,-7.5370811,33.4160634
8286,1850000,4,160,1,3,2,-7.589843399999999,33.5731104
8287,240000,1,74,1,1,1,-7.989825799999999,31.6225224
8288,1040000,2,74,1,2,1,-6.9273969,33.9203274
8291,560000,2,115,1,2,2,-7.589843399999999,33.5731104
8292,410000,3,60,1,2,1,-7.589843399999999,33.5731104
8295,490000,3,98,2,3,2,-5.5407299,33.8730164
8296,1250000,3,115,1,2,1,-5.833954299999999,35.7594651
8297,530000,1,64,1,2,1,-7.589843399999999,33.5731104
8298,990000,2,85,1,2,2,-7.589843399999999,33.5731104
8299,828000,4,47,1,2,1,-7.589843399999999,33.5731104
8301,860000,1,82,1,2,2,-7.589843399999999,33.5731104
8304,1490000,7,112,1,3,2,-7.589843399999999,33.5731104
8307,1620000,4,110,2,3,2,-7.589843399999999,33.5731104
8309,490000,3,98,2,3,2,-5.5407299,33.8730164
8310,1350000,1,126,1,2,2,-9.5925444,30.4280405
8311,860000,4,110,1,3,1,-8.500711599999999,33.2316326
8312,890000,4,157,2,3,2,-6.5890166,34.2540503
8313,590000,1,57,1,2,1,-7.589843399999999,33.5731104
8315,370000,3,50,1,1,1,-5.284117699999999,35.6196262
8318,980000,4,88,2,2,1,-7.589843399999999,33.5731104
8319,490000,1,75,1,2,2,-5.5407299,33.8730164
8320,330000,3,46,1,2,1,-7.589843399999999,33.5731104
8321,450000,1,63,2,2,1,-7.989825799999999,31.6225224
8322,790000,2,79,1,2,1,-5.833954299999999,35.7594651
8323,500000,4,60,1,2,1,-7.589843399999999,33.5731104
8325,570000,2,66,1,2,1,-7.989825799999999,31.6225224
8328,1300000,3,96,1,2,2,-7.589843399999999,33.5731104
8330,1450000,3,110,2,2,2,-7.589843399999999,33.5731104
8332,1100000,2,80,2,2,2,-7.589843399999999,33.5731104
8333,300000,3,59,1,2,1,-7.589843399999999,33.5731104
8335,400000,1,86,1,3,1,-7.633112999999999,33.4497542
8336,940000,1,59,1,2,2,-7.589843399999999,33.5731104
8337,560000,1,67,1,2,1,-7.589843399999999,33.5731104
8338,750000,1,80,1,3,1,-6.9273969,33.9203274
8341,680000,4,80,1,2,1,-9.5925444,30.4280405
8342,300000,3,60,1,3,1,-6.7868794,33.8052064
8343,340000,3,50,1,2,1,-6.770813800000001,34.0336969
8344,1000000,1,83,1,2,1,-8.347178099999999,33.286667
8346,520000,2,46,2,2,1,-6.770813800000001,34.0336969
8347,1900000,2,153,1,3,2,-7.589843399999999,33.5731104
8349,370000,4,85,1,2,2,-7.989825799999999,31.6225224
8350,440000,4,56,1,2,1,-6.770813800000001,34.0336969
8352,730000,3,80,1,2,1,-7.589843399999999,33.5731104
8354,800000,1,110,2,2,1,-7.384854699999999,33.6835086
8355,420000,3,49,1,2,1,-5.833954299999999,35.7594651
8356,430000,1,57,1,1,1,-6.770813800000001,34.0336969
8357,430000,2,55,1,2,1,-6.0308654,35.4646127
8363,930000,3,82,1,2,1,-7.1599419,33.7734338
8364,540000,3,72,1,2,1,-7.989825799999999,31.6225224
8365,550000,2,111,1,2,2,-7.989825799999999,31.6225224
8366,1200000,4,160,2,3,2,-5.3625516,35.5888995
8367,2000000,3,190,2,3,2,-7.291589999999998,33.7395856
8368,875000,2,56,1,1,1,-7.589843399999999,33.5731104
8369,660000,1,122,1,3,1,-7.5843171,33.268687
8371,630000,3,85,2,2,1,-8.500711599999999,33.2316326
8373,1127000,3,98,2,3,2,-9.5925444,30.4280405
8374,920000,3,96,1,3,2,-6.770813800000001,34.0336969
8375,873200,2,74,1,2,1,-9.5925444,30.4280405
8378,550000,4,57,1,2,1,-5.833954299999999,35.7594651
8383,500000,1,67,1,2,1,-7.989825799999999,31.6225224
8384,1350000,1,140,2,2,2,-6.9273969,33.9203274
8385,330000,3,50,1,2,1,-7.633112999999999,33.4497542
8386,500000,1,60,1,2,1,-9.5925444,30.4280405
8388,360000,1,74,1,2,1,-5.284117699999999,35.6196262
8389,780000,2,80,1,2,2,-7.384854699999999,33.6835086
8390,1600000,2,90,1,2,2,-6.8498129,33.9715904
8392,450000,3,75,1,2,1,-7.1599419,33.7734338
8393,380000,2,55,1,2,1,-7.589843399999999,33.5731104
8394,420000,1,50,1,2,1,-7.589843399999999,33.5731104
8395,520000,2,62,1,2,1,-9.5925444,30.4280405
8396,500000,4,75,2,1,1,-5.284117699999999,35.6196262
8397,660000,3,76,2,2,2,-6.770813800000001,34.0336969
8398,680000,1,58,1,2,1,-7.989825799999999,31.6225224
8399,420000,3,58,1,2,1,-7.989825799999999,31.6225224
8401,520000,1,80,2,2,1,-6.375799,32.342443
8402,1670000,1,187,2,3,3,-7.589843399999999,33.5731104
8403,1150000,1,110,1,2,2,-2.2876645,35.0998833
8404,540000,4,83,1,3,1,-6.770813800000001,34.0336969
8405,520000,3,61,1,2,1,-7.589843399999999,33.5731104
8406,1450000,2,114,1,3,1,-6.9273969,33.9203274
8408,750000,3,98,2,2,1,-6.770813800000001,34.0336969
8409,490000,1,60,1,2,1,-6.9273969,33.9203274
8410,350000,1,52,1,2,1,-7.589843399999999,33.5731104
8411,835000,1,125,2,2,2,-7.633112999999999,33.4497542
8413,520000,4,76,1,2,2,-6.770813800000001,34.0336969
8417,1000000,1,101,1,4,2,-9.5925444,30.4280405
8418,840000,1,78,1,3,2,-9.5925444,30.4280405
8419,800000,2,68,1,3,2,-9.5925444,30.4280405
8420,800000,1,90,1,2,1,-7.589843399999999,33.5731104
8421,575000,1,120,1,3,2,-3.9980485,34.2105603
8422,480000,4,70,1,3,2,-6.770813800000001,34.0336969
8423,360000,2,60,1,2,1,-7.589843399999999,33.5731104
8425,440000,2,70,1,2,1,-6.5890166,34.2540503
8426,1400000,2,77,1,1,1,-7.1599419,33.7734338
8429,750000,3,69,1,2,1,-7.384854699999999,33.6835086
8430,960000,1,90,1,2,2,-7.384854699999999,33.6835086
8432,530000,3,57,1,2,1,-7.589843399999999,33.5731104
8433,370000,1,72,1,3,2,-1.900155,34.681962
8434,550000,1,100,1,2,2,-6.770813800000001,34.0336969
8436,340000,3,50,1,2,1,-7.589843399999999,33.5731104
8437,1000000,1,140,2,3,2,-7.384854699999999,33.6835086
8438,990000,1,160,3,3,3,-5.5407299,33.8730164
8440,500000,2,57,1,2,2,-9.5925444,30.4280405
8443,530000,4,87,1,3,1,-5.0078451,34.0181246
8446,570000,2,60,1,2,1,-7.589843399999999,33.5731104
8447,320000,3,80,1,2,1,-5.485646,33.7557952
8448,700000,2,83,1,2,1,-7.484122199999999,33.5507563
8449,770000,1,88,1,2,1,-7.384854699999999,33.6835086
8451,600000,3,56,1,2,1,-7.589843399999999,33.5731104
8453,520000,3,68,1,2,1,-6.770813800000001,34.0336969
8455,205000,3,55,1,2,1,-7.589843399999999,33.5731104
8456,380000,1,51,1,2,1,-6.770813800000001,34.0336969
8457,1100000,1,160,2,4,2,-7.589843399999999,33.5731104
8458,250000,1,58,1,1,1,-6.5890166,34.2540503
8459,620000,2,89,1,2,0,-7.7965483,30.23337059999999
8460,349000,3,51,1,2,1,-7.589843399999999,33.5731104
8461,400000,3,64,1,2,2,-7.8469981,33.42125559999999
8462,440000,1,52,1,2,1,-7.589843399999999,33.5731104
8463,500002,1,53,1,2,1,-6.9273969,33.9203274
8464,340000,1,55,1,3,1,-7.1599419,33.7734338
8465,650000,1,78,1,2,1,-7.589843399999999,33.5731104
8467,900000,1,81,1,2,2,-5.833954299999999,35.7594651
8468,360000,1,77,1,3,1,-5.268364099999999,35.168796
8470,1520000,3,170,1,4,1,-5.833954299999999,35.7594651
8471,400000,1,65,1,2,1,-7.5843171,33.268687
8472,270000,1,50,1,2,1,-5.833954299999999,35.7594651
8478,370000,3,57,1,2,1,-5.833954299999999,35.7594651
8479,920000,2,198,2,4,3,-7.384854699999999,33.6835086
8480,360000,1,51,1,2,1,-5.284117699999999,35.6196262
8481,830000,2,100,1,3,1,-6.770813800000001,34.0336969
8482,1950000,3,120,2,3,2,-6.8498129,33.9715904
8484,815000,2,100,2,2,1,-8.500711599999999,33.2316326
8486,2000000,5,76,1,2,2,-7.589843399999999,33.5731104
8487,800000,3,114,2,2,1,-6.5890166,34.2540503
8488,950000,1,132,1,3,2,-7.989825799999999,31.6225224
8489,560000,2,64,1,2,1,-5.284117699999999,35.6196262
8491,900000,1,96,1,2,2,-7.589843399999999,33.5731104
8492,1690000,1,195,1,3,2,-5.0078451,34.0181246
8495,400000,1,75,1,2,1,-5.0078451,34.0181246
8496,380000,1,62,1,2,1,-2.2876645,35.0998833
8497,1020000,1,120,1,3,2,-5.0078451,34.0181246
8498,1050000,3,110,2,3,2,-7.989825799999999,31.6225224
8501,350000,4,54,1,2,1,-6.375799,32.342443
8503,420000,3,60,1,2,1,-7.384854699999999,33.6835086
8504,820000,1,96,1,1,1,-7.291589999999998,33.7395856
8505,340000,4,50,1,2,1,-7.589843399999999,33.5731104
8506,350000,3,65,2,2,1,-5.284117699999999,35.6196262
8507,330000,3,60,2,2,1,-5.284117699999999,35.6196262
8509,440000,3,48,1,1,1,-6.9273969,33.9203274
8511,480000,2,70,1,2,1,-6.5890166,34.2540503
8512,900000,3,86,1,2,1,-7.589843399999999,33.5731104
8513,420000,3,96,1,3,2,-6.770813800000001,34.0336969
8515,700000,3,58,1,1,1,-7.589843399999999,33.5731104
8516,360000,1,62,1,2,1,-7.384854699999999,33.6835086
8517,400000,3,82,1,2,2,-7.5843171,33.268687
8518,430000,3,60,1,2,1,-6.770813800000001,34.0336969
8520,320000,1,50,1,2,1,-7.589843399999999,33.5731104
8521,400000,1,90,2,2,1,-5.0078451,34.0181246
8523,580000,2,96,1,3,2,-5.0078451,34.0181246
8524,760000,4,78,1,2,2,-6.770813800000001,34.0336969
8525,680000,3,65,1,2,2,-9.5925444,30.4280405
8527,590000,1,93,1,2,1,-7.589843399999999,33.5731104
8531,600000,4,60,1,2,1,-7.589843399999999,33.5731104
8532,1350000,1,100,1,2,1,-6.8498129,33.9715904
8535,360000,1,50,1,2,1,-7.589843399999999,33.5731104
8536,690000,4,104,1,3,1,-5.5407299,33.8730164
8537,780000,4,109,1,3,1,-6.5890166,34.2540503
8538,826000,5,53,0,2,1,-7.589843399999999,33.5731104
8539,600000,1,105,2,3,2,-3.9980485,34.2105603
8540,345000,2,60,1,2,1,-1.900155,34.681962
8541,1230000,1,121,2,3,2,-7.589843399999999,33.5731104
8543,640000,2,68,1,2,1,-6.5890166,34.2540503
8545,1400000,2,117,1,3,2,-7.589843399999999,33.5731104
8547,1050000,3,87,1,2,1,-7.589843399999999,33.5731104
8550,580000,1,102,1,3,2,-5.0078451,34.0181246
8551,2550000,3,178,3,3,2,-7.589843399999999,33.5731104
8553,1980000,8,140,2,3,2,-7.589843399999999,33.5731104
8557,1890000,1,100,4,6,4,-6.5890166,34.2540503
8558,595000,2,100,2,3,2,-6.5890166,34.2540503
8561,540000,3,88,1,2,2,-7.989825799999999,31.6225224
8562,2100000,2,109,1,2,2,-7.633112999999999,33.4497542
8564,430000,2,100,1,2,2,-5.0078451,34.0181246
8565,600000,3,80,1,3,1,-5.284117699999999,35.6196262
8566,240000,2,80,1,2,1,-5.0078451,34.0181246
8567,440000,3,75,1,2,1,-7.1305536,33.6189698
8569,520000,1,80,1,2,1,-6.5890166,34.2540503
8573,470000,2,110,1,2,1,-5.0078451,34.0181246
8574,1150000,2,86,1,2,2,-6.9273969,33.9203274
8577,650000,3,81,1,2,2,-9.5925444,30.4280405
8579,1200000,3,104,1,3,1,-7.589843399999999,33.5731104
8580,610000,3,130,1,3,2,-5.3625516,35.5888995
8581,1250000,4,117,1,3,2,-7.589843399999999,33.5731104
8583,420000,1,55,2,2,1,-2.2876645,35.0998833
8584,2000000,2,161,2,3,2,-6.9273969,33.9203274
8585,540000,4,57,1,2,2,-6.770813800000001,34.0336969
8586,880000,1,126,2,2,2,-6.9273969,33.9203274
8588,850000,1,66,1,2,2,-6.8498129,33.9715904
8589,660000,1,132,1,3,1,-6.9208655,32.886023
8590,1300000,5,105,1,3,3,-7.633112999999999,33.4497542
8591,680000,1,90,1,2,1,-6.9273969,33.9203274
8592,540000,4,53,1,2,1,-7.589843399999999,33.5731104
8593,950000,1,106,2,3,2,-6.5890166,34.2540503
8596,230000,1,50,1,2,1,-6.6905458,32.5009216
8597,690000,4,70,1,1,1,-7.989825799999999,31.6225224
8598,840000,4,117,2,3,2,-7.589843399999999,33.5731104
8599,1600000,5,164,1,3,3,-6.5890166,34.2540503
8600,250000,3,54,1,2,1,-7.1599419,33.7734338
8601,540000,1,88,2,2,2,-5.0078451,34.0181246
8603,625000,2,87,1,2,2,-7.633112999999999,33.4497542
8605,1290000,4,102,2,2,2,-7.589843399999999,33.5731104
8606,640000,2,65,1,2,1,-7.384854699999999,33.6835086
8608,480000,3,90,1,2,1,-5.284117699999999,35.6196262
8611,570000,1,100,1,3,2,-5.5407299,33.8730164
8612,450000,1,56,1,2,1,-7.989825799999999,31.6225224
8613,1012500,7,129,1,2,1,-6.5890166,34.2540503
8615,980000,2,101,2,2,2,-9.5925444,30.4280405
8616,360000,3,62,1,2,1,-6.5303102,34.0078774
8617,900000,1,76,1,2,1,-7.589843399999999,33.5731104
8618,300000,1,60,1,2,1,-5.284117699999999,35.6196262
8619,840000,1,104,1,2,2,-5.284117699999999,35.6196262
8620,400000,1,60,3,2,1,-7.633112999999999,33.4497542
8621,1160000,2,89,1,2,2,-7.291589999999998,33.7395856
8622,1000000,4,95,1,2,1,-5.833954299999999,35.7594651
8623,600000,3,86,1,2,1,-3.9980485,34.2105603
8624,850000,2,80,1,2,2,-5.284117699999999,35.6196262
8625,630000,1,120,1,4,2,-6.5890166,34.2540503
8626,410000,1,59,1,2,1,-7.589843399999999,33.5731104
8627,820000,1,90,2,4,2,-6.6758408,34.2562684
8628,619000,1,98,2,3,2,-6.5890166,34.2540503
8629,1220000,2,116,1,3,2,-7.589843399999999,33.5731104
8630,350000,4,56,1,2,1,-7.989825799999999,31.6225224
8633,900000,3,70,1,2,2,-7.589843399999999,33.5731104
8635,618000,1,98,2,3,2,-6.5890166,34.2540503
8638,1620000,2,93,1,2,2,-6.9273969,33.9203274
8639,900000,6,100,1,2,1,-5.833954299999999,35.7594651
8640,280000,1,60,1,2,2,-9.475603,30.38179389999999
8643,1070000,1,119,1,2,1,-7.589843399999999,33.5731104
8644,550000,2,53,1,2,2,-7.989825799999999,31.6225224
8645,1100000,1,97,1,3,1,-6.770813800000001,34.0336969
8646,480000,2,83,1,3,2,-6.5890166,34.2540503
8648,400000,4,52,1,2,1,-9.5925444,30.4280405
8649,670000,1,95,1,3,1,-2.2876645,35.0998833
8651,400000,4,52,1,2,1,-9.5925444,30.4280405
8652,265000,1,50,1,2,1,-8.500711599999999,33.2316326
8653,300000,1,65,1,3,1,-5.5407299,33.8730164
8654,790000,3,51,1,1,1,-7.589843399999999,33.5731104
8656,430000,4,68,1,2,1,-6.770813800000001,34.0336969
8657,400000,3,76,1,2,2,-6.9262805,33.8307968
8658,750000,2,136,2,2,1,-5.0078451,34.0181246
8659,800000,1,84,1,2,1,-8.5473821,33.2312144
8660,300000,1,50,1,2,1,-5.3233213,35.6805832
8661,950000,7,80,1,2,1,-5.833954299999999,35.7594651
8663,985000,2,102,1,3,1,-6.9262805,33.8307968
8664,380000,2,66,1,2,1,-7.989825799999999,31.6225224
8665,300000,1,50,1,2,1,-7.5843171,33.268687
8666,1500000,4,120,2,2,2,-7.589843399999999,33.5731104
8667,500000,3,47,2,1,1,-6.9262805,33.8307968
8668,320000,1,52,1,2,1,-5.833954299999999,35.7594651
8669,1070000,2,88,1,8,2,-6.8498129,33.9715904
8671,570000,1,70,0,2,0,-8.500711599999999,33.2316326
8672,420000,3,60,1,2,1,-7.060599799999999,33.8509477
8673,2320000,5,160,2,3,2,-7.589843399999999,33.5731104
8674,250000,2,86,1,3,1,-7.633112999999999,33.4497542
8675,850000,2,80,1,2,2,-5.284117699999999,35.6196262
8676,780000,2,87,1,2,1,-7.989825799999999,31.6225224
8678,450000,2,120,2,3,2,-5.3625516,35.5888995
8680,340000,2,68,1,2,1,-7.589843399999999,33.5731104
8681,560000,3,64,1,2,1,-7.589843399999999,33.5731104
8683,920000,4,95,2,2,1,-7.384854699999999,33.6835086
8684,860000,1,86,1,2,2,-7.384854699999999,33.6835086
8685,1200000,5,102,2,3,2,-6.5890166,34.2540503
8686,1300000,3,100,2,2,2,-6.770813800000001,34.0336969
8687,850000,4,78,1,2,2,-7.589843399999999,33.5731104
8688,620000,3,94,2,2,2,-8.500711599999999,33.2316326
8690,580000,1,180,2,4,3,-5.0078451,34.0181246
8691,2350000,3,130,1,2,1,-5.3233213,35.6805832
8692,310000,1,66,1,2,1,-8.500711599999999,33.2316326
8695,320000,2,78,1,2,1,-1.900155,34.681962
8698,650000,3,82,1,2,2,-6.770813800000001,34.0336969
8701,370000,1,55,1,2,1,-5.3233213,35.6805832
8703,320000,2,60,1,2,1,-6.770813800000001,34.0336969
8705,500000,3,128,2,3,1,-7.5843171,33.268687
8709,400000,1,51,1,1,2,-7.989825799999999,31.6225224
8710,500000,1,78,1,2,2,-7.989825799999999,31.6225224
8711,600000,3,74,1,2,1,-7.589843399999999,33.5731104
8714,1800000,2,185,2,3,3,-5.5407299,33.8730164
8715,1150000,4,130,1,3,2,-5.5407299,33.8730164
8716,660000,2,70,1,2,1,-7.589843399999999,33.5731104
8717,816000,2,75,2,2,1,-7.589843399999999,33.5731104
8720,440000,3,83,1,2,2,-7.989825799999999,31.6225224
8721,320000,4,50,1,2,1,-7.989825799999999,31.6225224
8722,380000,1,65,1,2,1,-5.0078451,34.0181246
8723,280000,3,54,1,2,1,-6.9262805,33.8307968
8724,640000,2,65,1,2,1,-7.384854699999999,33.6835086
8725,952000,2,112,1,3,2,-7.989825799999999,31.6225224
8726,2400000,3,186,2,3,3,-7.589843399999999,33.5731104
8727,490000,3,70,1,2,1,-7.589843399999999,33.5731104
8728,620000,1,140,1,3,2,-5.0078451,34.0181246
8730,923000,4,142,2,3,2,-5.0078451,34.0181246
8732,1480000,4,100,2,2,2,-7.589843399999999,33.5731104
8733,590000,4,64,1,2,2,-6.9273969,33.9203274
8736,440000,4,68,1,2,1,-5.833954299999999,35.7594651
8738,480000,2,75,1,2,2,-6.5890166,34.2540503
8739,500000,2,57,1,2,1,-7.589843399999999,33.5731104
8740,750000,2,60,2,4,3,-5.833954299999999,35.7594651
8741,450000,1,70,1,2,1,-5.284117699999999,35.6196262
8742,680000,3,100,2,3,2,-6.375799,32.342443
8744,640000,3,91,2,2,2,-6.375799,32.342443
8745,620000,1,85,1,3,1,-6.375799,32.342443
8748,1080000,1,130,1,2,1,-8.500711599999999,33.2316326
8752,385000,3,50,1,2,1,-7.589843399999999,33.5731104
8754,330000,1,66,2,2,1,-8.500711599999999,33.2316326
8756,900000,1,91,1,2,1,-7.589843399999999,33.5731104
8757,790000,4,75,1,2,2,-5.3625516,35.5888995
8760,1299999,1,110,2,2,1,-9.5925444,30.4280405
8762,300000,2,54,1,2,1,-1.900155,34.681962
8763,500000,4,76,1,3,1,-7.589843399999999,33.5731104
8764,500000,3,54,1,2,1,-7.589843399999999,33.5731104
8766,1250000,1,103,1,2,1,-7.589843399999999,33.5731104
8768,380000,3,59,1,2,1,-9.5284134,30.3693727
8769,960000,1,116,1,3,2,-7.589843399999999,33.5731104
8770,240000,4,56,1,2,1,-5.284117699999999,35.6196262
8771,390000,1,76,1,2,1,-5.5407299,33.8730164
8772,2200000,2,88,2,2,2,-7.589843399999999,33.5731104
8774,612000,4,65,1,2,1,-7.989825799999999,31.6225224
8776,420000,6,70,1,2,2,-5.833954299999999,35.7594651
8777,1280000,4,105,1,2,1,-7.589843399999999,33.5731104
8779,680000,1,72,2,2,1,-7.589843399999999,33.5731104
8781,390000,1,75,1,2,1,-6.5890166,34.2540503
8782,900000,1,98,2,3,2,-7.589843399999999,33.5731104
8783,1008000,2,96,2,3,2,-7.989825799999999,31.6225224
8784,457600,2,52,1,1,1,-7.989825799999999,31.6225224
8786,430000,1,66,1,3,1,-7.989825799999999,31.6225224
8787,300000,3,50,1,2,1,-5.833954299999999,35.7594651
8788,1570000,8,87,1,2,2,-5.833954299999999,35.7594651
8789,1300000,4,181,2,4,3,-5.5407299,33.8730164
8791,330000,1,56,1,2,1,-7.384854699999999,33.6835086
8792,756800,1,86,1,3,2,-7.989825799999999,31.6225224
8793,1180000,2,86,1,2,2,-7.589843399999999,33.5731104
8795,480000,1,71,1,2,1,-8.500711599999999,33.2316326
8796,420000,2,70,1,2,1,-7.589843399999999,33.5731104
8797,470000,1,64,1,2,1,-8.500711599999999,33.2316326
8798,610000,1,51,1,2,1,-8.500711599999999,33.2316326
8799,810000,2,81,1,3,1,-8.500711599999999,33.2316326
8800,320000,1,52,1,2,1,-5.833954299999999,35.7594651
8801,710000,2,144,3,3,1,-5.0078451,34.0181246
8802,1050000,3,80,1,2,2,-6.8498129,33.9715904
